,Section,Code,Main_code,Sup_code,Sub_code,Description
1344,D,35.22.22,35,22,2,"Распределение сжиженных углеводородных газов по газораспределительным сетям по тарифам, не регулируемым государством                                                                                                                                                                                                                                                                                                                                                                                                "
1345,D,35.23   ,35,23, ,"Торговля газообразным топливом, подаваемым по распределительным сетям                                                                                                                                                                                                                                                                                                                                                                                                                                               "
1346,D,35.23.1 ,35,23,1,"Торговля природным, сухим (отбензиненным) газом, подаваемым по распределительным сетям                                                                                                                                                                                                                                                                                                                                                                                                                              "
1347,D,35.23.11,35,23,1,"Торговля природным, сухим (отбензиненным) газом, подаваемым по распределительным сетям по регулируемым государством ценам (тарифам)                                                                                                                                                                                                                                                                                                                                                                                 "
1348,D,35.23.12,35,23,1,"Торговля природным, сухим (отбензиненным) газом, подаваемым по распределительным сетям по не регулируемым государством ценам (тарифам)                                                                                                                                                                                                                                                                                                                                                                              "
1349,D,35.23.2 ,35,23,2,"Торговля сжиженными углеводородными газами, подаваемыми по распределительным сетям                                                                                                                                                                                                                                                                                                                                                                                                                                  "
1350,D,35.23.21,35,23,2,"Торговля сжиженными углеводородными газами, подаваемыми по распределительным сетям по регулируемым государством ценам (тарифам)                                                                                                                                                                                                                                                                                                                                                                                     "
1351,D,35.23.22,35,23,2,"Торговля сжиженными углеводородными газами, подаваемыми по распределительным сетям по не регулируемым государством ценам (тарифам)                                                                                                                                                                                                                                                                                                                                                                                  "
1352,D,35.3    ,35,3 , ,"Производство, передача и распределение пара и горячей воды; кондиционирование воздуха                                                                                                                                                                                                                                                                                                                                                                                                                               "
1353,D,35.30   ,35,30, ,"Производство, передача и распределение пара и горячей воды; кондиционирование воздуха                                                                                                                                                                                                                                                                                                                                                                                                                               "
1354,D,35.30.1 ,35,30,1,Производство пара и горячей воды (тепловой энергии)                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
1355,D,35.30.11,35,30,1,Производство пара и горячей воды (тепловой энергии) тепловыми электростанциями                                                                                                                                                                                                                                                                                                                                                                                                                                      
1356,D,35.30.12,35,30,1,Производство пара и горячей воды (тепловой энергии) атомными электростанциями                                                                                                                                                                                                                                                                                                                                                                                                                                       
1357,D,35.30.13,35,30,1,Производство пара и горячей воды (тепловой энергии) прочими электростанциями и промышленными блок-станциями                                                                                                                                                                                                                                                                                                                                                                                                         
1358,D,35.30.14,35,30,1,Производство пара и горячей воды (тепловой энергии) котельными                                                                                                                                                                                                                                                                                                                                                                                                                                                      
1359,D,35.30.15,35,30,1,Производство охлажденной воды или льда (натурального из воды) для целей охлаждения                                                                                                                                                                                                                                                                                                                                                                                                                                  
1360,D,35.30.2 ,35,30,2,Передача пара и горячей воды (тепловой энергии)                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
1361,D,35.30.3 ,35,30,3,Распределение пара и горячей воды (тепловой энергии)                                                                                                                                                                                                                                                                                                                                                                                                                                                                
1362,D,35.30.4 ,35,30,4,Обеспечение работоспособности котельных                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
1363,D,35.30.5 ,35,30,5,Обеспечение работоспособности тепловых сетей                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
1364,D,35.30.6 ,35,30,6,Торговля паром и горячей водой (тепловой энергией)                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
1365,E,36      ,36,  , ,"Забор, очистка и распределение воды                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 "
1366,E,36.0    ,36,0 , ,"Забор, очистка и распределение воды                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 "
1367,E,36.00   ,36,00, ,"Забор, очистка и распределение воды                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 "
1368,E,36.00.1 ,36,00,1,Забор и очистка воды для питьевых и промышленных нужд                                                                                                                                                                                                                                                                                                                                                                                                                                                               
1369,E,36.00.2 ,36,00,2,Распределение воды для питьевых и промышленных нужд                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
1370,E,37      ,37,  , ,Сбор и обработка сточных вод                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
1371,E,37.0    ,37,0 , ,Сбор и обработка сточных вод                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
1372,E,37.00   ,37,00, ,Сбор и обработка сточных вод                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
1373,E,38      ,38,  , ,"Сбор, обработка и утилизация отходов; обработка вторичного сырья                                                                                                                                                                                                                                                                                                                                                                                                                                                    "
1374,E,38.1    ,38,1 , ,Сбор отходов                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
1375,E,38.11   ,38,11, ,Сбор неопасных отходов                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
1376,E,38.12   ,38,12, ,Сбор опасных отходов                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
1377,E,38.2    ,38,2 , ,Обработка и утилизация отходов                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
1378,E,38.21   ,38,21, ,Обработка и утилизация неопасных отходов                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
1379,E,38.22   ,38,22, ,Обработка и утилизация опасных отходов                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
1380,E,38.22.1 ,38,22,1,Обработка и утилизация радиоактивных отходов                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
1381,E,38.22.11,38,22,1,Деятельность по обращению с отработавшим ядерным топливом                                                                                                                                                                                                                                                                                                                                                                                                                                                           
1382,E,38.22.12,38,22,1,Деятельность по обращению с особыми радиоактивными отходами                                                                                                                                                                                                                                                                                                                                                                                                                                                         
1383,E,38.22.13,38,22,1,Деятельность по обращению с удаляемыми радиоактивными отходами                                                                                                                                                                                                                                                                                                                                                                                                                                                      
1384,E,38.22.9 ,38,22,9,"Обработка и утилизация опасных отходов прочих, не включенных в другие группировки                                                                                                                                                                                                                                                                                                                                                                                                                                   "
1385,E,38.3    ,38,3 , ,Деятельность по обработке вторичного сырья                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
1386,E,38.31   ,38,31, ,"Демонтаж техники, не подлежащей восстановлению                                                                                                                                                                                                                                                                                                                                                                                                                                                                      "
1387,E,38.32   ,38,32, ,Утилизация отсортированных материалов                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
1388,E,38.32.1 ,38,32,1,Сортировка материалов для дальнейшего использования                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
1389,E,38.32.11,38,32,1,Сортировка металлических материалов для дальнейшего использования                                                                                                                                                                                                                                                                                                                                                                                                                                                   
1390,E,38.32.12,38,32,1,Сортировка неметаллических материалов для дальнейшего использования                                                                                                                                                                                                                                                                                                                                                                                                                                                 
1391,E,38.32.2 ,38,32,2,Обработка отходов и лома драгоценных металлов                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
1392,E,38.32.3 ,38,32,3,Обработка отходов и лома черных металлов                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
1393,E,38.32.4 ,38,32,4,Обработка отходов и лома цветных металлов                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
1394,E,38.32.41,38,32,4,"Обработка отходов и лома металлов, содержащих медь                                                                                                                                                                                                                                                                                                                                                                                                                                                                  "
1395,E,38.32.42,38,32,4,"Обработка отходов и лома металлов, содержащих никель                                                                                                                                                                                                                                                                                                                                                                                                                                                                "
1396,E,38.32.43,38,32,4,"Обработка отходов и лома металлов, содержащих алюминий                                                                                                                                                                                                                                                                                                                                                                                                                                                              "
1397,E,38.32.49,38,32,4,"Обработка вторичного сырья, содержащего прочие цветные металлы                                                                                                                                                                                                                                                                                                                                                                                                                                                      "
1398,E,38.32.5 ,38,32,5,Обработка вторичного неметаллического сырья                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
1399,E,38.32.51,38,32,5,Обработка отходов и лома стекла                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
1400,E,38.32.52,38,32,5,Обработка отходов бумаги и картона                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
1401,E,38.32.53,38,32,5,Обработка отходов и лома пластмасс                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
1402,E,38.32.54,38,32,5,Обработка отходов резины                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
1403,E,38.32.55,38,32,5,Обработка отходов текстильных материалов                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
1404,E,38.32.59,38,32,5,Обработка прочего вторичного неметаллического сырья                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
1405,E,39      ,39,  , ,"Предоставление услуг в области ликвидации последствий загрязнений и прочих услуг, связанных с удалением отходов                                                                                                                                                                                                                                                                                                                                                                                                     "
1406,E,39.0    ,39,0 , ,"Предоставление услуг в области ликвидации последствий загрязнений и прочих услуг, связанных с удалением отходов                                                                                                                                                                                                                                                                                                                                                                                                     "
1407,E,39.00   ,39,00, ,"Предоставление услуг в области ликвидации последствий загрязнений и прочих услуг, связанных с удалением отходов                                                                                                                                                                                                                                                                                                                                                                                                     "
1408,F,41      ,41,  , ,Строительство зданий                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
1409,F,41.1    ,41,1 , ,Разработка строительных проектов                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
1410,F,41.10   ,41,10, ,Разработка строительных проектов                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
1411,F,41.2    ,41,2 , ,Строительство жилых и нежилых зданий                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
1412,F,41.20   ,41,20, ,Строительство жилых и нежилых зданий                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
1413,F,42      ,42,  , ,Строительство инженерных сооружений                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
1414,F,42.1    ,42,1 , ,Строительство автомобильных и железных дорог                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
1415,F,42.11   ,42,11, ,Строительство автомобильных дорог и автомагистралей                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
1416,F,42.12   ,42,12, ,Строительство железных дорог и метро                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
1417,F,42.13   ,42,13, ,Строительство мостов и тоннелей                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
1418,F,42.2    ,42,2 , ,Строительство инженерных коммуникаций                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
1419,F,42.21   ,42,21, ,"Строительство инженерных коммуникаций для водоснабжения и водоотведения, газоснабжения                                                                                                                                                                                                                                                                                                                                                                                                                              "
1420,F,42.22   ,42,22, ,Строительство коммунальных объектов для обеспечения электроэнергией и телекоммуникациями                                                                                                                                                                                                                                                                                                                                                                                                                            
1421,F,42.22.1 ,42,22,1,Строительство междугородних линий электропередачи и связи                                                                                                                                                                                                                                                                                                                                                                                                                                                           
1422,F,42.22.2 ,42,22,2,Строительство местных линий электропередачи и связи                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
